gRNA_id,Gene,bm1,bm2,bm3,bm4,bm5,LFC_avg_bm,LFC_median_bm,LFC_concordant_mean_bm,LFC_directional_bm,z_score_avg_bm,z_score_median_bm,z_score_concordant_mean_bm,Input_median,d15-1,d15-2,d15-3,LFC_avg_d15,LFC_median_d15,LFC_concordant_mean_d15,LFC_directional_d15,z_score_avg_d15,z_score_median_d15,z_score_concordant_mean_d15,input,LFC_avg_input,LFC_median_input,LFC_concordant_mean_input,LFC_directional_input,z_score_avg_input,z_score_median_input,z_score_concordant_mean_input,spleen1,spleen2,spleen3,spleen4,spleen5,LFC_avg_spleen,LFC_median_spleen,LFC_concordant_mean_spleen,LFC_directional_spleen,z_score_avg_spleen,z_score_median_spleen,z_score_concordant_mean_spleen,gene_name_m_corrected,gene_name_h,HGVSp_m,HGVSp_h,classification,classification_m,sensor_reads_input,corr_perc_input,target_base_edit_perc_input,byproduct_INDEL_perc_input,byproduct_sub_perc_input,sensor_reads_d15,corr_perc_d15,target_base_edit_perc_d15,byproduct_INDEL_perc_d15,byproduct_sub_perc_d15,sensor_reads_bm,corr_perc_bm,target_base_edit_perc_bm,byproduct_INDEL_perc_bm,byproduct_sub_perc_bm,sensor_reads_spleen,corr_perc_spleen,target_base_edit_perc_spleen,byproduct_INDEL_perc_spleen,byproduct_sub_perc_spleen,p_high_unadjusted_d15_fishers,p_low_unadjusted_d15_fishers,FDR_high_d15_fishers,FDR_low_d15_fishers,p_high_unadjusted_d15_stouffers,p_low_unadjusted_d15_stouffers,FDR_high_d15_stouffers,FDR_low_d15_stouffers,FDR_d15_fishers,FDR_d15_stouffers,p_high_unadjusted_spleen_fishers,p_low_unadjusted_spleen_fishers,FDR_high_spleen_fishers,FDR_low_spleen_fishers,p_high_unadjusted_spleen_stouffers,p_low_unadjusted_spleen_stouffers,FDR_high_spleen_stouffers,FDR_low_spleen_stouffers,FDR_spleen_fishers,FDR_spleen_stouffers,p_high_unadjusted_bm_fishers,p_low_unadjusted_bm_fishers,FDR_high_bm_fishers,FDR_low_bm_fishers,p_high_unadjusted_bm_stouffers,p_low_unadjusted_bm_stouffers,FDR_high_bm_stouffers,FDR_low_bm_stouffers,FDR_bm_fishers,FDR_bm_stouffers
gRNA_3905,Etv6,0.4601090737374898,0.35451105848930264,-0.6045335575814645,0.16461107523063714,-0.3001552540309114,0.014908479169010735,0.16461107523063714,,False,0.10565489055488435,0.41543899788489236,,1004.3899922730999,0.6379148379437616,0.47298811498641513,0.6602424839895304,0.590381812306569,0.6379148379437616,0.590381812306569,True,1.0521856780423413,1.1180554822985451,1.0591105244567691,0.0,0.0,0.0,0.0,True,,,,0.8384624719209961,0.14099793592051138,-0.2922839492639159,-0.25263937212585785,0.08888081000785632,0.104683579291918,0.08888081000785632,,False,0.19904184446602746,0.1730172339478163,,Etv6,ETV6,Non-coding,,targeting guide,Intron,75,0.0,0.0,0.0,25.33333333333333,280,71.78571428571429,98.21428571428572,0.0,27.5,637,73.62637362637362,97.95918367346938,0.0,24.80376766091052,1026,64.32748538011695,94.24951267056532,0.0,30.019493177387915,0.014365239867172499,0.9984352973562217,0.09645232482244392,1.0,0.005487632520099708,0.9945325918349983,0.037348793336524216,1.0,0.09645232482244392,0.037348793336524216,0.03527561978786817,0.9681886773150841,0.09972656421231903,0.9999999999999999,0.025993205140028564,0.9741468630802432,0.06740306988034993,1.0,0.09972656421231903,0.06740306988034993,0.1978157896020674,0.8997805855644079,0.4226064596044167,0.9999999995778844,0.1281863835228833,0.87198930342568,0.29751901360866745,1.0,0.4226064596044167,0.29751901360866745
gRNA_3906,Etv6,-0.23628076174566698,-1.0892538290869422,-1.8789650758913687,1.6440156024206432,-1.2341639850751736,-0.5589296098757017,-1.0892538290869422,-1.109665912949788,True,-0.970078197671999,-1.7856227923666232,-1.4368062204504133,475.1722499406035,-1.6327853406596033,-1.3170584253860151,-3.0059148249231624,-1.9852528636562603,-1.6327853406596033,-1.9852528636562603,True,-2.480128802152201,-2.0506974689459807,-2.455020201499986,0.0,0.0,0.0,0.0,True,,,,-1.0366994953747446,-1.1774386769869918,-1.6764339805429378,0.4275502376456728,-0.6451033127284125,-0.8216250455974828,-1.0366994953747446,-1.1339188664082718,True,-1.5894888244060226,-1.9547516660142361,-1.8559151662500182,Etv6,ETV6,Y397H,Y401H,targeting guide,Missense,12,0.0,0.0,0.0,83.33333333333333,2,0.0,0.0,0.0,0.0,14,0.0,28.571428571428573,0.0,71.42857142857143,22,0.0,45.45454545454545,0.0,68.18181818181819,0.999972014993736,5.2480427773754474e-05,0.9999935409454064,0.009866320421465841,0.9999828628397712,1.8498291492994037e-05,1.0,0.003477678800682879,0.009866320421465841,0.003477678800682879,0.8024359752074463,0.0010997304802320407,0.9999998615455512,0.05907123722389247,0.9961625290220738,0.003896907926264433,1.0,0.09250512879409654,0.05907123722389247,0.09250512879409654,0.1932091267804231,0.022956084417367944,0.4175093774105695,0.6497724430562678,0.8554871724095113,0.14620522662813035,0.9836794398347898,1.0,0.4175093774105695,0.9836794398347898
gRNA_3909,Etv6,2.6341688217183052,0.5228493912537197,1.166113417015827,1.8294871447221208,0.8665604983825422,1.403835854618503,1.166113417015827,1.403835854618503,True,2.709377375066928,2.173498043767934,2.070258147775711,1597.820200813786,1.4443217889290103,1.3295416404103346,1.6623551061783004,1.4787395118392153,1.4443217889290103,1.4787395118392153,True,2.2705101535343633,2.2433931336173085,2.2711632727375126,0.0,0.0,0.0,0.0,True,,,,2.493651927063555,1.6152053580733672,1.4371016292522403,1.5135477583837835,1.5854536811263091,1.7289920707798507,1.5854536811263091,1.7289920707798507,True,3.3352811870310695,3.002101215308303,2.899778519625602,Etv6,ETV6,Y350C,Y354C,targeting guide,Missense,235,0.0,0.425531914893617,0.425531914893617,89.7872340425532,2526,4.235946159936659,96.63499604117182,0.0791765637371338,94.29928741092635,3552,3.800675675675676,96.90315315315316,0.1407657657657657,95.35472972972973,7565,4.124256444150694,96.69530733641771,1.2161269001982815,94.0118968935889,9.527696192125053e-05,0.9999938745072265,0.0032567397893081998,1.0,2.5611198185498753e-05,0.9999752685563427,0.0008754373197952301,1.0,0.0032567397893081998,0.0008754373197952301,8.57715360539606e-12,0.999999999999995,8.062524389072297e-10,0.9999999999999999,3.2103985571892075e-13,1.0,3.017774643757855e-11,1.0,8.062524389072297e-10,3.017774643757855e-11,8.247649148067358e-08,0.9999995838611794,2.036731057943323e-05,0.9999999995778844,2.1752159463731755e-08,1.0,2.7262706527877134e-06,1.0,2.036731057943323e-05,2.7262706527877134e-06
gRNA_4033,Fat1,1.0194440670331621,0.16592468221778237,0.7457650993670786,0.18811151504902637,-0.3168043857449185,0.36048819558442624,0.18811151504902637,0.5298113409167624,True,0.7534883869109605,0.4566921823071119,0.8507403147228013,2312.718991264964,0.1810087080835841,0.22167051855067338,0.30596427386121494,0.23621450016515746,0.22167051855067338,0.23621450016515746,True,0.5664683762976652,0.5371882115138673,0.575893612780273,0.0,0.0,0.0,0.0,True,,,,0.35497519461463695,0.49840714902455985,0.4999301475849581,0.5585606886538426,1.0084671357647566,0.5840680631285509,0.4999301475849581,0.5840680631285509,True,1.1246446387027609,0.9500546364894902,0.9979003287020151,Fat1,FAT1,F3794S,F3769S,targeting guide,Missense,200,0.0,0.0,0.5,87.0,1564,0.8312020460358056,71.35549872122762,0.1278772378516624,98.40153452685422,2350,0.0425531914893617,54.85106382978724,0.1702127659574468,97.06382978723404,4347,0.4140786749482402,63.26201978375892,0.5060961582700713,95.51414768806072,0.06727034320042677,0.9887082052919454,0.2734275102970879,1.0,0.031073832530131677,0.9689806257468176,0.12981956701477235,1.0,0.2734275102970879,0.12981956701477235,0.0001224004351546913,0.9999974427950212,0.0008149972315085681,0.9999999999999999,1.7176908790422896e-05,0.9999831811704467,0.00011742759463998197,1.0,0.0008149972315085681,0.00011742759463998197,0.01764283475626117,0.9896131234643446,0.08397096035891392,0.9999999995778844,0.0090671654093666,0.99097717452891,0.04208955794965236,1.0,0.08397096035891392,0.04208955794965236
gRNA_4195,Fgf4,-0.7098086075196184,0.03392500685926013,-0.007664424667879028,-0.49312968197888735,-1.2325841368696617,-0.4818523688353572,-0.49312968197888735,-0.6107967127590116,True,-0.8255870247797146,-0.7391734676206437,-0.7407389174673046,4545.707503654759,1.2035152887697322,1.1574730184876294,1.7124282537990339,1.357805520352132,1.2035152887697322,1.357805520352132,True,2.1046570947662913,1.9073486327850102,2.106163997310967,0.0,0.0,0.0,0.0,True,,,,-0.05299169001362532,-0.3321066042692031,-0.19248449920485916,-0.7925639424853609,-0.5499388529518069,-0.38401711778497105,-0.3321066042692031,-0.38401711778497105,True,-0.7445488348559165,-0.6228068606019587,-0.610223948744786,Fgf4,FGF4,R108G,R112G,targeting guide,Missense,3206,0.0,0.0,0.1247660636306924,51.77791640673737,2799,31.11825652018578,87.56698821007502,0.0,64.16577349053233,3819,29.431788426289604,90.2854150301126,0.0,66.48337261063105,5805,27.68303186907838,89.75021533161068,0.0,68.30318690783807,0.00017938175417646498,0.9999767960893726,0.005188272274642371,1.0,5.589026795834614e-05,0.9999460494156671,0.0015828957838849777,1.0,0.005188272274642371,0.0015828957838849777,0.8022800950902464,0.3807796840187792,0.9999998615455512,0.9999999999999999,0.7243383754990654,0.2759104197195994,0.9263647251280565,1.0,0.9999998615455512,0.9263647251280565,0.771416607397904,0.270390040394962,0.946915991808892,0.9999999995778844,0.7614596258926642,0.23883798975325948,0.9336122085751709,1.0,0.946915991808892,0.9336122085751709
gRNA_4440,Flt3,-0.24854538103277424,0.07146719220777567,-0.1721364007793702,-0.0018986240495709223,-0.22851053413135702,-0.11592474955705936,-0.1721364007793702,-0.1627727349982681,True,-0.13960877504543664,-0.1756948633923463,-0.11561545473914607,2694.2480613186244,-0.377700215626987,-0.5929552110461865,-0.31945046258718596,-0.4300352964201198,-0.377700215626987,-0.4300352964201198,True,-0.3472496388649815,-0.2992312333391438,-0.3331207374274229,0.0,0.0,0.0,0.0,True,,,,-0.2087021841114926,-0.007081758566901362,-0.21440793216831602,-0.015688966460797447,0.07794868351633193,-0.07358643155823509,-0.015688966460797447,-0.11147021032687685,True,-0.1451645821811614,-0.024658860047408766,-0.1574855872167007,Flt3,FLT3,Q450R,Q449R,targeting guide,Missense,279,0.0,0.3584229390681003,2.150537634408602,86.37992831541219,464,11.637931034482758,85.34482758620689,0.2155172413793103,78.66379310344827,1335,9.213483146067416,84.11985018726591,0.0,80.74906367041199,2314,10.06914433880726,82.84356093344857,0.0,79.68885047536733,0.5914549071672943,0.6882778297394048,0.9999935409454064,1.0,0.44838733200788694,0.5517897147211203,0.769807518625301,1.0,0.9999935409454064,0.769807518625301,0.26646697934091473,0.9544558719912892,0.49846559319494504,0.9999999999999999,0.12389760908917635,0.8762410792621951,0.2588083389862795,1.0,0.49846559319494504,0.2588083389862795,0.45821966929600344,0.8922399279658803,0.7300448968444802,0.9999999995778844,0.2526501415033502,0.7475431291293659,0.4896906701161371,1.0,0.7300448968444802,0.4896906701161371
gRNA_4461,Flt3,1.2242173026469074,0.2979367683435767,0.7257489033538626,0.8869387551857174,0.25374555030795154,0.6777174559676031,0.7257489033538626,0.6777174559676031,True,1.3481753177071056,1.400472575500625,1.0571122666468271,1068.6024584812894,0.15324203812650758,0.46990021258659387,0.11028464284521991,0.24447563118610713,0.15324203812650758,0.24447563118610713,True,0.577797977114278,0.4416965427605664,0.5871648907385965,0.0,0.0,0.0,0.0,True,,,,0.7822236532430971,0.06404128104947958,0.5678453011399983,1.2621793481428334,0.6035464510636187,0.6559672069278053,0.6035464510636187,0.6559672069278053,True,1.2634685903484253,1.1459283089556962,1.1173348174751143,Flt3,FLT3,R848G,R845G,targeting guide,Missense,192,0.0,0.0,0.0,86.45833333333333,362,23.204419889502763,97.79005524861878,0.0,75.13812154696133,1142,23.90542907180385,98.42381786339756,0.1751313485113835,75.30647985989492,1497,21.309285237140948,98.32999331997328,0.2672010688042752,77.75551102204409,0.06393267187199968,0.9880480491810576,0.27009758004350426,1.0,0.030231425641096654,0.969824207559893,0.1277192813601387,1.0,0.27009758004350426,0.1277192813601387,1.556736486820294e-05,0.9999874082268393,0.00015213078426729837,0.9999999999999999,3.6810132520792156e-06,0.9999966001939343,3.3757584945897196e-05,1.0,0.00015213078426729837,3.3757584945897196e-05,0.0013093336435747167,0.99985162426611,0.011564432762894252,0.9999999995778844,0.0003108400171284847,0.9996925033788064,0.003339309898294579,1.0,0.011564432762894252,0.003339309898294579
gRNA_4577,Foxa1,0.38786823512373564,0.5881201067493368,0.07306234904553756,-0.1510649917675673,0.24938668162142824,0.22947447615449418,0.24938668162142824,0.32460934313500955,True,0.5078863683397086,0.5642559456514686,0.5644239794828864,764.6634517625251,0.15765402146021962,-0.18163632568563573,-0.919699655771945,-0.3145606533324537,-0.18163632568563573,-0.5506679907287904,True,-0.18888371931880973,-0.025624864810883444,-0.4977089306138565,0.0,0.0,0.0,0.0,True,,,,0.2650520695912532,0.07159887040874563,0.23042180141610843,0.006766013637512606,0.2609793897939574,0.16696362896951547,0.23042180141610843,0.16696362896951547,True,0.3192931040508743,0.44058278937560436,0.30503178776545725,Foxa1,FOXA1,Y259C,Y259C,targeting guide,Missense,135,0.0,0.0,0.7407407407407407,63.7037037037037,431,47.56380510440835,80.97447795823666,0.4640371229698375,36.19489559164733,790,53.16455696202532,82.15189873417721,0.379746835443038,32.278481012658226,921,45.49402823018458,79.69598262757872,0.1085776330076004,40.71661237785016,0.3748554947418667,0.5963175404113379,0.7918295843985499,1.0,0.37170451209473987,0.6285341658328554,0.6851024340569716,1.0,0.7918295843985499,0.6851024340569716,0.02611601450230707,0.9988037335907555,0.0791904955876408,0.9999999999999999,0.006604634798426923,0.9934157338705295,0.021594284210508897,1.0,0.0791904955876408,0.021594284210508897,0.0706961183897808,0.9907158501845129,0.2130446596983898,0.9999999995778844,0.026090936986672742,0.9739669678138699,0.09254898402819765,1.0,0.2130446596983898,0.09254898402819765
gRNA_4578,Foxa1,1.1940646133495518,0.16768955798379984,1.8943247775753846,0.2833399487488771,0.6668876646074233,0.8412613124530072,0.6668876646074233,0.8412613124530072,True,1.6547592499282198,1.2971462736912835,1.2853034058466781,1184.184897656031,-0.5747315667305217,-0.9199912696873225,-1.2643930053204993,-0.9197052805794478,-0.9199912696873225,-0.9197052805794478,True,-1.0187999917565607,-1.0559962145460056,-1.0012140633063313,0.0,0.0,0.0,0.0,True,,,,0.9074841120822303,0.6685901022642693,2.626982774354348,1.290299136742968,1.3066514969700997,1.360001524482783,1.290299136742968,1.360001524482783,True,2.622828672994558,2.4441484355571776,2.28683384559523,Foxa1,FOXA1,Y259C,Y259C,targeting guide,Missense,144,0.0,1.3888888888888888,0.0,76.38888888888889,152,19.73684210526316,69.07894736842105,0.0,64.47368421052632,1348,21.142433234421365,61.2759643916914,0.1483679525222551,63.64985163204748,2599,22.893420546363988,67.79530588687958,0.1154290111581377,60.29242016160062,0.957915122860308,0.08416217677221592,0.9999935409454064,0.7534518682465045,0.9464615412915446,0.05363592516384495,1.0,0.46282660111246277,0.7534518682465045,0.46282660111246277,6.434320818424707e-10,0.9999999998789249,3.0241307846596124e-08,0.9999999999999999,5.2816806069780035e-11,1.0,2.206568786915255e-09,1.0,3.0241307846596124e-08,2.206568786915255e-09,0.0001112016555874916,0.9998123608569085,0.0019005373864044019,0.9999999995778844,4.965618147807894e-05,0.9999538407415623,0.0008117706189459862,1.0,0.0019005373864044019,0.0008117706189459862
gRNA_4621,Foxo1,-0.5055261795547764,-0.7977018398789771,-0.8691840550987835,0.9911547586701971,-0.20600443496773357,-0.27745235016601466,-0.5055261795547764,-0.5946041273750676,True,-0.44241297705687016,-0.7609345497382465,-0.7181455618698548,707.942439945291,-0.34667309141976627,-0.457024524098112,-0.46561908743179703,-0.42310556764989177,-0.457024524098112,-0.42310556764989177,True,-0.3377459691453048,-0.4099279862358258,-0.3236659909832667,0.0,0.0,0.0,0.0,True,,,,0.8016775950496151,-0.21480063959354911,-0.3151805892489747,-0.36237009107591056,-0.6203719504698558,-0.14220913506773503,-0.3151805892489747,-0.37818081759707256,True,-0.27766233348117597,-0.5908103445043439,-0.6005290415117568,Foxo1,FOXO1,M1V,M1V,targeting guide,Missense,60,0.0,0.0,0.0,48.333333333333336,53,1.8867924528301887,71.69811320754717,0.0,71.69811320754717,61,6.557377049180328,83.60655737704919,0.0,78.68852459016394,159,2.5157232704402515,73.58490566037736,0.0,72.95597484276729,0.5999546416693742,0.7003203826411013,0.9999935409454064,1.0,0.44661393426298474,0.5535595020958781,0.769807518625301,1.0,0.9999935409454064,0.769807518625301,0.19631880292483173,0.6422415276707485,0.40117320597683004,0.9999999999999999,0.28696684145173845,0.7137652173567351,0.48603392966600745,1.0,0.40117320597683004,0.48603392966600745,0.35690586931629337,0.42536801762948445,0.6417173496587459,0.9999999995778844,0.5070585543030998,0.4935256913203525,0.7710944988007056,1.0,0.6417173496587459,0.7710944988007056
gRNA_4628,Foxo1,0.6844161319527936,0.1299435627826098,-0.7129339905535477,0.9256239846096699,-1.1602720829094921,-0.02664447882359333,0.1299435627826098,,False,0.027758541951118185,0.35458289070008264,,1857.8806889569541,0.03750921386131481,-0.39228175934785614,-0.4811970946878608,-0.2786565467248007,-0.39228175934785614,-0.4367394270178585,True,-0.13964358567242943,-0.31957971885678027,-0.34226768343813124,0.0,0.0,0.0,0.0,True,,,,0.2503031438762793,0.4216538894264023,0.022011614292129646,0.055573139378344356,-0.378619002063084,0.07418455698201433,0.055573139378344356,0.1873854467432889,True,0.14015387202769616,0.11005324518864469,0.3389552705323454,Foxo1,FOXO1,T24A,T24A,targeting guide,Missense,256,0.0,0.390625,0.390625,80.078125,192,18.229166666666668,72.39583333333333,0.0,75.0,1056,20.738636363636363,66.66666666666667,0.0946969696969697,66.85606060606061,1300,19.0,83.23076923076923,0.3076923076923077,73.0,0.4098134138280161,0.8004400189136568,0.8185780624186237,1.0,0.2952846387712479,0.7048855144132665,0.5782657509270271,1.0,0.8185780624186237,0.5782657509270271,0.06525764970806024,0.9772211844659573,0.16249586947172615,0.9999999999999999,0.03139833660778738,0.9686760841259411,0.08086146962005518,1.0,0.16249586947172615,0.08086146962005518,0.09046775893770374,0.5406949572244668,0.2519694619301971,0.9999999995778844,0.1860677088782538,0.8143801890901026,0.3886747696567968,1.0,0.2519694619301971,0.3886747696567968
gRNA_4735,Gata2,0.9686285195789655,0.39251101253669185,-0.07737827660688015,0.6032341477161288,0.47388814967005644,0.4721767105789925,0.47388814967005644,0.6095654573754606,True,0.9628628314595826,0.9583507173255714,0.9620204513277014,1566.2490715947595,0.0063194403681346096,0.043624471761843774,0.409430699004222,0.1531248703780668,0.043624471761843774,0.1531248703780668,True,0.45251638411879463,0.28872567051625475,0.46252822607843586,0.0,0.0,0.0,0.0,True,,,,-0.2287963783589784,0.2507950797607864,-0.42865765243823956,0.08290755947227695,-0.07127372789543042,-0.079005023891917,-0.07127372789543042,,False,-0.15562688201353336,-0.1297349049345125,,Gata2,GATA2,W360R,W360R,targeting guide,Missense,181,0.0,3.314917127071823,1.1049723756906078,80.66298342541437,630,31.746031746031747,92.53968253968254,0.6349206349206349,61.58730158730159,1526,30.60288335517693,91.87418086500656,0.7863695937090432,62.45085190039318,2260,28.58407079646018,89.42477876106194,0.2654867256637168,62.65486725663717,0.0963451963558939,0.9785956566839142,0.34500756028396296,1.0,0.04895786859735395,0.9511149656622089,0.1768516418405255,1.0,0.34500756028396296,0.1768516418405255,0.22988739224865054,0.915592510155511,0.4410084667627173,0.9999999999999999,0.13585983895837522,0.8643120633568833,0.275475403264408,1.0,0.4410084667627173,0.275475403264408,0.009547617648026214,0.9987589113240234,0.05160306646973947,0.9999999995778844,0.0027725127465450024,0.9972412389437474,0.017089586765588867,1.0,0.05160306646973947,0.017089586765588867
gRNA_4770,Gata3,-0.3260231766852064,-0.6370440588557239,0.9216177733088784,0.3605751787549718,0.42770731798119804,0.14936660690082357,0.3605751787549718,,False,0.3577138942068319,0.7594386576911916,,1986.8407252584016,-0.6036296697727562,-0.7137756551399503,-0.8093410082045775,-0.7089154443724279,-0.7137756551399503,-0.7089154443724279,True,-0.7297155196221137,-0.7682231552284151,-0.7136177488726574,0.0,0.0,0.0,0.0,True,,,,0.5441486803922654,0.254848003078988,0.39031597759702163,0.9864271904526377,0.029035213387443755,0.4409550129816712,0.39031597759702163,0.4409550129816712,True,0.8483198022217453,0.7428427469600215,0.7601696259724408,Gata3,GATA3,F233S,F234S,targeting guide,Missense,196,0.0,1.530612244897959,0.0,76.53061224489795,376,9.308510638297872,87.5,0.5319148936170213,85.63829787234043,1874,14.300960512273212,89.06083244397011,0.5336179295624333,83.67129135538954,3443,13.01190821957595,88.38222480395004,0.0871333139703746,84.98402555910543,0.9004472148759165,0.2941809648413686,0.9999935409454064,1.0,0.8177200858249304,0.18241479211614897,1.0,0.8046360460836547,0.9999935409454064,0.8046360460836547,0.000817768113717299,0.9998868811877315,0.004099744143436059,0.9999999999999999,0.00020208631653104446,0.9998011100768306,0.0009618285445021863,1.0,0.004099744143436059,0.0009618285445021863,0.07128894896253243,0.9103833538316224,0.2130446596983898,0.9999999995778844,0.05995479825359007,0.9402029624492394,0.1633551024880425,1.0,0.2130446596983898,0.1633551024880425
gRNA_4782,Gata3,-0.08222142535879744,0.7215743727296857,0.5861774460200264,0.06509774694986524,-0.3372938165917491,0.19066686474980615,0.06509774694986524,,False,0.43513652398453356,0.24075113179554422,,1089.4715099989512,-0.07857043324191647,-0.2673067434344281,-0.6382361858652256,-0.3280377875138567,-0.2673067434344281,-0.3280377875138567,True,-0.2073667272798276,-0.1451775876379054,-0.19395791928258763,0.0,0.0,0.0,0.0,True,,,,0.040028331585983325,0.46947998522729545,0.6863315594897986,0.39010092390856854,0.14078428224030798,0.34534501649039084,0.39010092390856854,0.34534501649039084,True,0.6637145784543198,0.7424362148379469,0.6013481094823893,Gata3,GATA3,H281R,H281R,targeting guide,Missense,165,0.6060606060606061,0.6060606060606061,0.6060606060606061,63.63636363636363,550,2.363636363636364,61.27272727272727,5.818181818181818,72.36363636363636,1315,2.053231939163498,69.88593155893535,1.9771863117870725,90.95057034220532,2378,4.037005887300253,75.1892346509672,0.3784693019343986,93.56602186711524,0.44993809135662455,0.7460491455299907,0.8501342831662856,1.0,0.3431234567973692,0.6570575688842994,0.6473348401886946,1.0,0.8501342831662856,0.6473348401886946,0.0031226054734712376,0.9997796539900013,0.012943118836254711,0.9999999999999999,0.0007221588576584784,0.9992832870601899,0.0031210543733285966,1.0,0.012943118836254711,0.0031210543733285966,0.06914434880095233,0.9729009338759764,0.2130446596983898,0.9999999995778844,0.036731131407107494,0.963360479011732,0.12114829306203874,1.0,0.2130446596983898,0.12114829306203874
gRNA_4829,Gli1,-0.5019471034569921,-0.7576737507503011,-0.22208293528602022,0.9201667195269976,-0.8040423954235058,-0.27311589307796436,-0.5019471034569921,-0.5714365462292048,True,-0.43428373212811777,-0.754651761523895,-0.6858200630844494,2604.3506086271586,-0.30757660201329984,-0.5396637866345084,-0.40142232879798967,-0.41622090581526594,-0.40142232879798967,-0.41622090581526594,True,-0.3283041057798799,-0.33233534669972215,-0.3142727327247614,0.0,0.0,0.0,0.0,True,,,,-0.3343751846156878,-0.28558489494096584,-0.8089070785839716,-0.5153506165025882,-0.6858765766326365,-0.52601887025517,-0.5153506165025882,-0.52601887025517,True,-1.018727961015788,-0.9692067651400269,-0.8461086313011623,Gli1,GLI1,F567S,F565S,targeting guide,Missense,36,0.0,0.0,2.7777777777777777,44.44444444444444,524,0.0,46.94656488549618,0.1908396946564885,92.36641221374046,732,0.4098360655737705,48.63387978142077,0.0,88.52459016393442,1548,0.4521963824289405,58.20413436692507,0.2583979328165374,87.98449612403101,0.5792918520643418,0.7060420254313513,0.9945832711241666,1.0,0.4326038590703913,0.5675712521195034,0.7565537256300797,1.0,0.9945832711241666,0.7565537256300797,0.9622592559397003,0.1598101571285264,0.9999998615455512,0.9811490776700112,0.9220370316016673,0.07808349261865716,1.0,0.5756743769532371,0.9811490776700112,0.5756743769532371,0.4071954248188583,0.4835695834825078,0.6854672732200282,0.9999999995778844,0.4953913020374251,0.5050826315286925,0.7710944988007056,1.0,0.6854672732200282,0.7710944988007056
gRNA_4888,Gnas,-0.9567227516812781,-0.23604863152923108,-1.1620541018946897,-0.9544751698793376,0.26437633118317533,-0.6089848647602721,-0.9544751698793376,-0.8273251637461341,True,-1.0639131921538085,-1.5490293955009173,-1.0428589417944814,1183.6497937709628,-0.848901203605799,-1.1324736575963696,-1.6981437638999695,-1.2265062083673792,-1.1324736575963696,-1.2265062083673792,True,-1.4395573956990717,-1.35251453084279,-1.4198054796874522,0.0,0.0,0.0,0.0,True,,,,-0.18086882841021015,-0.11691491330455853,-0.7115834271563173,-1.1218303230292033,-0.15446819455540947,-0.45713313729113975,-0.18086882841021015,-0.45713313729113975,True,-0.8857223484764374,-0.33691074600815124,-0.7316798374995247,Gnas,GNAS,Q966R,Q227R,targeting guide,Missense,4,0.0,0.0,0.0,25.0,6,33.333333333333336,83.33333333333333,0.0,50.0,23,21.73913043478261,86.95652173913044,0.0,65.21739130434783,25,8.0,80.0,0.0,72.0,0.9955398657145205,0.005613407576820677,0.9999935409454064,0.141355831574562,0.9966556209868143,0.0033852463223381533,1.0,0.09091804408565327,0.141355831574562,0.09091804408565327,0.7992616165101898,0.16030705321527253,0.9999998615455512,0.9811490776700112,0.8309751817660089,0.16936395309740943,1.0,0.9165682700579786,0.9811490776700112,0.9165682700579786,0.8461194838097895,0.1220085205579075,0.9931458502545153,0.9999999995778844,0.8932468861397457,0.10694665150409194,0.9966196711826242,1.0,0.9931458502545153,0.9966196711826242
gRNA_5194,Idh2,0.8115934376417845,1.8850681921105092,0.5880244152325838,0.8744609022670924,1.3886116793627294,1.1095517253229399,0.8744609022670924,1.1095517253229399,True,2.157704035030748,1.661524860665256,1.6596463879974765,2667.492867065212,-0.6420568059739584,-0.4479728276274534,-0.7579111536924086,-0.6159802624312735,-0.6420568059739584,-0.6159802624312735,True,-0.6022609966830104,-0.668139790151843,-0.5868193401426977,0.0,0.0,0.0,0.0,True,,,,1.9180973898184328,2.2494939409973838,1.7975997940152788,1.6067943659006942,1.356785641076433,1.7857542263616444,1.7975997940152788,1.7857542263616444,True,3.444878413442997,3.403136929147976,2.994068363361418,Idh2,IDH2,R172G,R172G,targeting guide,Missense,451,0.0,0.0,1.1086474501108647,80.26607538802661,567,13.580246913580249,90.12345679012346,0.1763668430335097,82.53968253968254,6389,15.980591641884487,88.57411175457818,0.1252152136484582,79.18297073094381,23306,14.21093280700249,95.73500386166651,0.0858148116364884,84.08564318201321,0.8219189722564375,0.40840485139087984,0.9999935409454064,1.0,0.718211961536353,0.2819496893231711,1.0,0.9816026220880771,0.9999935409454064,0.9816026220880771,1.356598202038789e-13,0.9999999999999999,1.7002697465552954e-11,0.9999999999999999,4.465027507212739e-15,1.0,5.596167809039966e-13,1.0,1.7002697465552954e-11,5.596167809039966e-13,4.561966974671291e-06,0.9999994175327472,0.00019058884249737837,0.9999999995778844,7.312795654061859e-07,0.9999993380743126,3.437013957409074e-05,1.0,0.00019058884249737837,3.437013957409074e-05
