Guide_ID,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_1000,1,0,1,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
gRNA_1004,299,0,299,251,21,27,234,18,21,47,0,20,27,6.0200668896321075,7.023411371237458,78.26086956521739,15.719063545150503,0.0,6.688963210702341,9.03010033444816
gRNA_10049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_1006,88,0,88,85,0,3,65,0,0,23,0,20,3,0.0,0.0,73.86363636363636,26.136363636363637,0.0,22.727272727272727,3.4090909090909087
gRNA_10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_1019,3,0,3,3,0,0,3,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
gRNA_1023,530,0,530,529,1,0,392,0,1,138,0,138,0,0.0,0.18867924528301888,73.9622641509434,26.037735849056602,0.0,26.037735849056602,0.0
gRNA_10271,1583,0,1583,1581,0,2,1501,0,0,82,0,80,2,0.0,0.0,94.81996209728364,5.180037902716361,0.0,5.053695514845231,0.12634238787113075
gRNA_10272,37,0,37,36,1,0,11,0,1,26,0,26,0,0.0,2.7027027027027026,29.72972972972973,70.27027027027027,0.0,70.27027027027027,0.0
gRNA_10278,14,0,14,11,2,1,4,0,2,10,0,9,1,0.0,14.285714285714285,28.57142857142857,71.42857142857143,0.0,64.28571428571429,7.142857142857142
gRNA_1032,595,0,595,547,22,26,448,13,22,134,0,108,26,2.1848739495798317,3.697478991596639,75.29411764705883,22.521008403361346,0.0,18.15126050420168,4.369747899159663
gRNA_1034,802,0,802,801,1,0,746,1,1,55,0,55,0,0.12468827930174563,0.12468827930174563,93.01745635910224,6.857855361596011,0.0,6.857855361596011,0.0
gRNA_10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10424,64,0,64,63,1,0,54,1,1,9,0,9,0,1.5625,1.5625,84.375,14.0625,0.0,14.0625,0.0
gRNA_10425,346,0,346,339,2,5,304,0,2,42,0,37,5,0.0,0.5780346820809248,87.86127167630057,12.138728323699421,0.0,10.69364161849711,1.4450867052023122
gRNA_10429,2,0,2,2,0,0,2,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
