Guide_ID,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_1000,2,0,2,2,0,0,0,0,0,2,0,2,0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
gRNA_1004,15,0,15,6,3,6,5,3,3,7,0,1,6,20.0,20.0,33.33333333333333,46.666666666666664,0.0,6.666666666666667,40.0
gRNA_10049,1,0,1,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
gRNA_1006,26,0,26,22,1,3,9,0,1,17,0,14,3,0.0,3.8461538461538463,34.61538461538461,65.38461538461539,0.0,53.84615384615385,11.538461538461538
gRNA_10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10107,5,0,5,5,0,0,2,0,0,3,0,3,0,0.0,0.0,40.0,60.0,0.0,60.0,0.0
gRNA_1019,242,0,242,239,1,2,162,0,1,80,0,78,2,0.0,0.4132231404958678,66.94214876033058,33.057851239669425,0.0,32.231404958677686,0.8264462809917356
gRNA_1023,44,0,44,43,0,1,8,0,0,36,0,35,1,0.0,0.0,18.181818181818183,81.81818181818183,0.0,79.54545454545455,2.272727272727273
gRNA_10271,13,0,13,13,0,0,9,0,0,4,0,4,0,0.0,0.0,69.23076923076923,30.76923076923077,0.0,30.76923076923077,0.0
gRNA_10272,1,0,1,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
gRNA_10278,83,0,83,33,20,30,3,0,20,80,0,50,30,0.0,24.096385542168676,3.614457831325301,96.3855421686747,0.0,60.24096385542169,36.144578313253014
gRNA_1032,140,0,140,95,16,29,38,3,16,99,0,70,29,2.142857142857143,11.428571428571429,27.142857142857142,70.71428571428572,0.0,50.0,20.714285714285715
gRNA_1034,71,0,71,68,2,1,50,1,2,20,0,19,1,1.4084507042253522,2.8169014084507045,70.4225352112676,28.169014084507044,0.0,26.76056338028169,1.4084507042253522
gRNA_10342,15,0,15,14,0,1,6,0,0,9,0,8,1,0.0,0.0,40.0,60.0,0.0,53.333333333333336,6.666666666666667
gRNA_10343,16,0,16,15,0,1,4,0,0,12,0,11,1,0.0,0.0,25.0,75.0,0.0,68.75,6.25
gRNA_1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10424,66,0,66,54,4,8,26,0,4,40,0,32,8,0.0,6.0606060606060606,39.39393939393939,60.60606060606061,0.0,48.484848484848484,12.121212121212121
gRNA_10425,4,0,4,3,0,1,0,0,0,4,0,2,2,0.0,0.0,0.0,100.0,0.0,50.0,50.0
gRNA_10429,434,0,434,412,9,13,292,3,9,139,0,126,13,0.6912442396313364,2.0737327188940093,67.2811059907834,32.02764976958525,0.0,29.03225806451613,2.995391705069124
gRNA_10432,49,0,49,49,0,0,28,0,0,21,0,21,0,0.0,0.0,57.14285714285714,42.857142857142854,0.0,42.857142857142854,0.0
gRNA_10438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gRNA_10461,136,0,136,124,5,7,78,0,5,58,0,51,7,0.0,3.6764705882352944,57.35294117647059,42.64705882352941,0.0,37.5,5.147058823529411
gRNA_10465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
